,cntry,gndr,sclmeet,inprdsc,sclact,health,rlgdgr,dscrgrp,ctzcntr,brncntr
606,BE,2,6,4,3,2,0,2,1,1
607,BE,2,3,77,2,3,88,2,1,1
608,BE,1,6,4,4,1,5,2,1,1
609,BE,1,7,3,3,1,0,2,1,1
610,BE,2,4,4,3,2,4,2,1,1
611,BE,1,3,3,3,2,5,2,1,1
612,BE,1,5,5,2,2,7,2,1,1
613,BE,1,6,3,2,2,0,2,1,1
614,BE,2,4,4,2,1,6,2,1,1
615,BE,1,6,3,4,2,10,2,1,1
616,BE,2,7,1,1,2,0,2,1,1
617,BE,2,7,4,4,3,9,2,1,1
618,BE,1,5,1,4,2,0,2,1,2
619,BE,2,5,2,1,5,10,2,1,1
620,BE,2,2,0,2,3,5,2,1,1
621,BE,2,6,3,4,1,0,2,1,1
622,BE,2,3,4,4,1,8,2,1,2
623,BE,2,5,2,8,3,10,2,2,2
624,BE,2,7,2,3,2,10,2,2,2
625,BE,1,6,4,3,2,6,2,1,1
626,BE,2,6,3,3,1,9,2,1,1
627,BE,2,6,4,3,2,3,2,1,1
628,BE,2,3,3,2,3,10,2,1,1
629,BE,2,4,4,3,2,5,2,1,1
630,BE,2,6,4,3,2,0,2,1,1
631,BE,1,7,4,3,1,3,2,1,1
632,BE,2,5,2,2,3,3,2,1,1
633,BE,2,6,6,3,1,10,1,1,1
634,BE,1,2,3,1,3,1,1,1,1
635,BE,1,7,3,2,2,0,2,1,1
636,BE,2,3,2,2,2,88,2,1,1
637,BE,2,3,3,3,1,7,2,1,1
638,BE,2,4,3,2,3,2,2,1,1
639,BE,1,7,3,4,1,8,2,1,2
640,BE,1,3,3,3,4,0,1,1,1
641,BE,2,6,6,5,1,10,2,1,1
642,BE,1,3,6,1,2,0,2,1,1
643,BE,2,3,3,1,3,10,2,1,1
644,BE,2,6,4,4,1,5,2,1,1
645,BE,2,3,2,2,2,8,2,1,1
646,BE,1,4,3,2,3,2,2,1,1
647,BE,2,4,4,3,3,6,2,1,1
648,BE,2,3,2,2,1,4,2,1,1
649,BE,1,3,5,3,2,3,2,2,1
650,BE,2,4,4,3,2,3,2,1,1
651,BE,1,6,4,3,2,5,2,1,1
652,BE,2,6,3,3,2,7,2,1,1
653,BE,2,4,0,1,4,4,2,1,1
654,BE,2,1,1,1,2,1,2,2,2
655,BE,2,7,3,3,3,5,2,1,1
656,BE,1,4,4,3,2,2,2,1,1
657,BE,1,5,4,3,1,1,2,1,1
658,BE,1,6,1,3,1,0,2,1,1
659,BE,2,7,0,1,2,0,2,1,1
660,BE,2,4,4,3,1,6,2,1,1
661,BE,1,6,3,4,1,6,2,1,1
662,BE,2,4,1,1,1,0,2,1,1
663,BE,1,5,4,2,2,2,1,1,1
664,BE,1,7,4,1,2,5,2,1,1
665,BE,2,4,3,1,2,8,2,1,1
666,BE,1,6,3,2,2,4,2,1,1
667,BE,1,5,0,2,1,10,2,1,2
668,BE,2,5,3,3,2,6,2,1,2
669,BE,2,6,5,4,2,7,1,1,1
670,BE,1,6,4,1,2,8,2,1,1
671,BE,2,6,3,2,1,4,2,1,1
672,BE,2,6,4,2,2,5,2,1,1
673,BE,2,6,4,3,2,0,2,1,1
674,BE,1,6,5,3,2,5,2,1,1
675,BE,2,3,3,1,3,7,2,2,2
676,BE,2,6,6,3,1,7,2,1,1
677,BE,1,5,4,2,2,0,2,1,1
678,BE,2,6,3,4,3,2,2,1,1
679,BE,1,5,2,3,3,2,2,1,1
680,BE,2,4,2,2,2,7,2,1,1
681,BE,2,6,3,4,2,3,2,1,1
682,BE,2,7,2,3,2,0,2,1,1
683,BE,1,6,3,2,3,4,2,1,1
684,BE,2,5,3,3,2,2,2,1,1
685,BE,1,6,4,4,2,0,2,1,2
686,BE,1,5,6,3,1,10,1,1,1
687,BE,1,6,5,4,2,2,2,1,1
688,BE,2,6,3,4,2,9,2,1,1
689,BE,1,2,1,1,3,1,1,1,1
690,BE,1,4,3,2,2,1,2,1,1
691,BE,1,2,4,1,1,2,2,1,1
692,BE,2,6,4,3,1,1,2,1,1
693,BE,1,5,3,4,1,1,2,1,1
694,BE,2,6,4,4,2,6,2,1,1
695,BE,1,7,4,4,3,0,2,1,1
696,BE,1,5,3,2,3,0,2,1,1
697,BE,2,6,3,3,2,7,1,1,1
698,BE,1,4,1,3,2,0,1,1,1
699,BE,1,4,4,2,2,0,2,1,1
700,BE,2,3,1,1,5,0,2,1,1
701,BE,1,6,6,1,3,2,2,1,1
702,BE,1,4,1,1,2,3,2,1,1
703,BE,1,5,1,2,1,10,2,1,1
704,BE,2,6,4,2,2,2,2,1,1
705,BE,2,2,2,2,2,0,2,1,1
706,BE,1,4,2,2,2,0,2,1,1
707,BE,1,5,4,2,2,6,2,1,1
708,BE,1,4,3,2,2,7,2,1,1
709,BE,1,7,3,4,1,0,2,1,1
710,BE,2,6,3,4,2,8,2,1,1
711,BE,2,4,4,1,3,9,2,2,2
712,BE,2,5,2,4,2,6,2,1,1
713,BE,2,4,1,1,2,0,2,1,1
714,BE,2,4,3,3,2,5,1,1,1
715,BE,1,2,1,2,1,6,2,1,1
716,BE,1,7,3,4,3,7,2,1,1
717,BE,2,6,4,3,2,0,2,1,1
718,BE,1,5,6,2,1,10,2,1,2
719,BE,2,7,4,4,2,5,2,1,2
720,BE,2,4,2,3,2,3,2,1,1
721,BE,1,5,3,2,2,0,2,1,1
722,BE,2,4,2,3,1,0,2,1,1
723,BE,1,6,3,3,2,2,2,1,2
724,BE,1,5,1,2,2,8,2,1,1
725,BE,1,6,4,2,2,0,2,1,1
726,BE,1,6,3,4,2,1,2,1,1
727,BE,2,4,2,3,2,7,2,1,1
728,BE,1,6,4,3,2,3,2,1,1
729,BE,2,6,3,3,2,7,2,1,1
730,BE,1,3,2,2,2,5,1,1,1
731,BE,1,3,1,2,1,3,2,1,1
732,BE,1,2,1,2,3,0,2,1,1
733,BE,1,6,2,3,1,1,2,1,1
734,BE,1,6,3,3,2,2,2,1,1
735,BE,1,6,4,3,1,1,2,1,1
736,BE,1,4,4,2,1,0,2,1,1
737,BE,1,6,3,2,2,0,2,1,1
738,BE,1,6,3,3,2,2,2,1,1
739,BE,1,2,3,1,3,4,2,1,1
740,BE,1,6,3,3,2,5,2,1,1
741,BE,2,4,2,1,3,5,2,1,1
742,BE,1,5,3,3,2,7,2,1,1
743,BE,2,3,1,2,4,0,2,1,1
744,BE,2,6,4,3,4,0,2,1,1
745,BE,1,7,0,4,2,8,2,1,1
746,BE,2,6,4,3,1,0,1,1,1
747,BE,2,6,2,3,2,2,2,1,1
748,BE,1,4,6,2,2,3,2,1,1
749,BE,2,3,1,2,2,9,2,1,1
750,BE,1,2,4,2,2,0,2,1,1
751,BE,2,4,4,3,2,9,2,1,1
752,BE,1,6,4,3,3,2,2,1,1
753,BE,1,4,3,3,2,0,2,1,1
754,BE,1,6,1,4,2,7,2,1,1
755,BE,2,4,0,2,4,4,2,1,1
756,BE,2,5,4,2,3,8,2,2,2
757,BE,2,6,4,2,2,6,2,1,2
758,BE,2,6,6,4,3,8,2,1,1
759,BE,1,5,1,3,1,3,1,1,1
760,BE,2,4,2,2,4,10,2,1,2
761,BE,1,5,3,2,3,5,2,1,1
762,BE,2,3,3,2,2,0,2,1,1
763,BE,1,6,5,4,1,0,1,1,1
764,BE,2,2,3,2,3,4,2,1,1
765,BE,2,3,1,1,2,0,1,1,1
766,BE,2,7,2,4,2,2,2,1,1
767,BE,2,6,4,4,2,8,2,1,2
768,BE,2,5,3,3,2,0,1,1,1
769,BE,1,6,5,3,1,0,2,1,1
770,BE,2,7,2,1,3,7,1,1,1
771,BE,1,6,3,2,2,8,2,1,1
772,BE,1,5,4,2,2,0,2,1,1
773,BE,2,7,4,5,2,6,1,1,2
774,BE,2,4,6,2,3,0,2,2,2
775,BE,1,4,4,4,2,1,2,1,1
776,BE,1,6,1,3,2,1,2,1,1
777,BE,2,4,4,3,2,0,2,1,1
778,BE,1,5,4,2,1,7,2,1,1
779,BE,1,5,3,3,4,1,2,1,1
780,BE,1,6,6,4,1,4,2,1,1
781,BE,2,7,4,3,2,0,2,1,1
782,BE,2,4,4,2,3,6,2,1,1
783,BE,1,6,6,4,2,5,2,1,2
784,BE,2,6,4,4,1,7,2,1,1
785,BE,1,5,3,3,2,8,2,1,1
786,BE,2,5,4,3,2,2,2,1,1
787,BE,1,7,1,3,3,0,1,1,1
788,BE,1,6,4,3,2,5,2,1,1
789,BE,1,6,2,4,2,0,2,1,1
790,BE,2,5,5,3,1,4,2,1,1
791,BE,1,4,2,3,2,2,2,1,1
792,BE,1,7,6,4,2,4,2,1,1
793,BE,2,6,3,3,2,6,2,1,2
794,BE,1,7,3,3,2,0,2,2,2
795,BE,2,4,4,3,1,5,2,1,2
796,BE,2,6,1,5,2,10,2,1,1
797,BE,1,5,2,1,2,2,1,1,1
798,BE,2,4,5,3,2,4,2,1,1
799,BE,2,5,3,2,3,6,2,1,1
800,BE,2,6,2,4,2,6,2,1,1
801,BE,2,6,4,5,3,8,2,1,1
802,BE,1,6,2,2,2,0,2,1,1
803,BE,2,6,4,3,1,5,2,1,1
804,BE,1,5,4,3,2,4,2,1,1
805,BE,1,5,1,2,2,9,2,1,2
806,BE,1,3,4,2,1,0,2,1,1
807,BE,2,5,2,1,1,2,2,1,2
808,BE,1,6,3,2,3,2,2,1,1
809,BE,1,5,3,3,2,5,1,1,2
810,BE,2,5,2,2,3,1,1,1,2
811,BE,2,4,1,3,2,10,1,2,2
812,BE,1,5,3,2,4,7,2,2,2
813,BE,2,5,5,1,3,1,2,1,1
814,BE,1,4,5,2,1,8,2,1,1
815,BE,1,7,3,4,2,6,2,1,1
816,BE,2,7,4,3,2,2,2,1,1
817,BE,1,7,5,4,3,1,2,1,1
818,BE,1,6,4,3,4,7,2,1,1
819,BE,1,5,4,1,2,4,2,1,1
820,BE,1,6,4,3,1,2,2,1,1
821,BE,2,2,2,2,2,8,2,1,1
822,BE,2,6,3,2,2,5,2,1,1
823,BE,2,7,5,4,1,4,2,1,1
824,BE,2,7,6,4,2,5,2,1,1
825,BE,2,4,3,1,4,2,2,1,1
826,BE,1,5,4,4,2,9,2,1,1
827,BE,1,7,4,3,4,0,2,1,1
828,BE,1,4,4,2,2,8,2,1,1
829,BE,2,6,4,5,1,7,2,1,1
830,BE,1,4,2,1,2,8,2,1,1
831,BE,2,6,2,3,2,10,2,1,1
832,BE,2,6,4,2,3,8,2,1,1
833,BE,2,6,4,4,3,2,2,1,1
834,BE,2,5,4,4,3,3,2,1,1
835,BE,2,6,2,3,2,5,2,1,1
836,BE,2,4,2,1,1,7,2,1,1
837,BE,2,6,2,2,3,0,2,1,1
838,BE,1,6,6,3,2,6,1,1,1
839,BE,2,5,1,3,2,4,2,1,1
840,BE,1,7,4,4,2,8,2,1,1
841,BE,1,6,4,3,2,8,2,1,1
842,BE,1,4,4,2,3,8,2,1,1
843,BE,1,4,3,3,1,2,2,1,1
844,BE,1,2,2,2,4,7,2,1,1
845,BE,2,4,3,2,2,5,2,1,2
846,BE,1,5,4,4,2,0,2,1,1
847,BE,1,7,5,3,3,4,1,1,1
848,BE,2,4,2,2,3,8,2,1,1
849,BE,2,5,4,2,2,5,2,1,1
850,BE,1,7,2,3,1,3,2,1,1
851,BE,2,6,3,4,2,1,2,1,1
852,BE,1,6,4,3,2,6,2,1,1
853,BE,2,4,2,3,3,10,2,1,1
854,BE,2,3,2,1,2,0,2,1,1
855,BE,2,6,6,4,2,3,2,1,1
856,BE,2,7,6,4,2,5,2,1,1
857,BE,2,7,4,1,2,5,2,1,1
858,BE,1,6,6,4,1,9,2,1,1
859,BE,2,5,4,3,4,4,2,1,1
860,BE,1,6,3,2,3,0,2,1,1
861,BE,2,5,3,4,1,5,2,1,2
862,BE,1,5,4,1,1,1,2,1,1
863,BE,1,4,2,3,2,7,2,1,1
864,BE,1,5,4,1,2,0,2,1,2
865,BE,2,6,3,4,2,6,2,1,1
866,BE,1,7,4,3,2,0,2,1,1
867,BE,2,4,4,4,2,8,2,1,1
868,BE,1,4,5,4,2,0,2,1,1
869,BE,1,4,4,2,2,2,2,1,1
870,BE,2,5,4,2,2,7,2,1,1
871,BE,1,4,3,3,2,1,2,1,1
872,BE,1,5,3,3,3,7,2,1,1
873,BE,2,4,3,2,3,5,2,1,1
874,BE,2,5,4,3,1,4,2,1,1
875,BE,1,5,4,5,3,6,2,1,1
876,BE,2,6,2,2,2,6,2,1,1
877,BE,2,7,3,4,2,6,2,1,1
878,BE,2,4,2,1,2,10,2,1,1
879,BE,2,6,4,3,2,7,2,1,1
880,BE,1,4,6,3,2,3,2,1,1
881,BE,1,7,0,5,2,5,2,1,1
882,BE,2,7,4,3,2,6,2,1,1
883,BE,1,5,3,1,2,9,1,1,1
884,BE,2,4,3,2,4,8,1,1,1
885,BE,1,7,4,3,2,5,2,1,1
886,BE,2,4,3,2,5,10,1,2,2
887,BE,1,4,3,3,1,5,2,1,1
888,BE,1,6,4,2,2,2,2,1,1
889,BE,2,3,2,2,3,8,2,1,1
890,BE,1,3,3,2,2,6,2,1,1
891,BE,2,7,3,3,4,7,2,1,1
892,BE,2,7,4,1,1,8,2,1,1
893,BE,2,7,4,3,2,2,2,1,1
894,BE,1,5,6,3,2,0,1,1,1
895,BE,2,7,6,4,4,7,1,1,1
896,BE,1,5,4,2,2,5,2,1,1
897,BE,2,1,4,4,3,0,1,1,1
898,BE,2,6,4,3,1,10,2,1,1
899,BE,1,6,4,3,1,0,2,1,1
900,BE,2,4,1,1,3,5,2,1,1
901,BE,1,2,3,1,3,0,2,1,1
902,BE,2,3,0,1,2,10,2,1,1
903,BE,2,6,4,3,2,6,2,1,1
904,BE,2,7,2,2,3,6,2,1,1
905,BE,2,3,4,2,2,9,2,1,1
906,BE,2,4,3,4,1,0,2,1,1
907,BE,2,6,4,3,3,5,2,1,1
908,BE,2,6,4,1,2,0,2,1,1
909,BE,2,2,3,1,2,5,2,1,1
910,BE,2,4,4,2,2,2,2,1,1
911,BE,1,6,3,3,2,4,2,1,2
912,BE,2,3,3,2,3,9,2,1,1
913,BE,2,5,1,3,2,5,2,1,1
914,BE,2,5,4,3,2,6,2,1,1
915,BE,2,6,4,2,2,10,2,1,1
916,BE,2,6,4,3,5,8,2,1,1
917,BE,1,6,3,2,2,3,1,1,1
918,BE,1,6,4,2,4,6,2,1,1
919,BE,2,5,3,2,2,8,2,2,2
920,BE,2,6,4,3,3,6,2,2,2
921,BE,2,4,2,2,2,5,2,1,1
922,BE,2,5,2,2,3,2,1,1,1
923,BE,2,6,1,5,3,10,2,1,1
924,BE,2,6,4,3,2,3,2,1,1
925,BE,1,6,5,4,2,0,2,1,1
926,BE,2,7,4,4,2,1,2,1,1
927,BE,2,4,2,1,5,7,2,1,1
928,BE,1,6,6,4,3,1,2,1,1
929,BE,2,5,4,3,2,3,2,1,1
930,BE,1,4,2,3,2,7,2,1,1
931,BE,2,3,4,5,4,0,2,2,2
932,BE,1,3,1,3,2,7,2,1,2
933,BE,2,6,4,2,2,6,2,1,1
934,BE,2,6,4,4,1,8,2,1,1
935,BE,1,5,3,2,1,7,2,1,1
936,BE,1,6,3,2,2,5,2,1,1
937,BE,2,7,1,3,2,7,2,1,1
938,BE,2,2,2,2,4,8,2,1,2
939,BE,2,6,6,4,2,0,2,1,1
940,BE,2,6,4,3,2,6,2,2,2
941,BE,2,6,2,3,3,0,2,1,1
942,BE,1,2,4,2,2,5,2,1,1
943,BE,2,5,3,2,1,4,2,1,1
944,BE,2,6,4,3,1,8,2,1,1
945,BE,2,4,5,3,2,0,2,1,1
946,BE,2,6,6,4,1,0,2,1,1
947,BE,1,4,3,2,2,5,2,2,2
948,BE,1,6,4,2,2,8,1,1,1
949,BE,2,7,6,4,2,0,2,1,1
950,BE,2,6,3,2,2,7,1,1,1
951,BE,2,2,1,1,5,8,1,1,1
952,BE,2,2,2,1,3,6,2,1,1
953,BE,1,4,2,3,2,7,2,1,1
954,BE,1,5,1,3,2,2,2,1,1
955,BE,1,6,3,4,2,0,1,1,1
956,BE,1,3,4,3,1,0,2,1,1
957,BE,2,7,6,5,1,10,2,1,1
958,BE,1,7,5,3,1,1,2,1,1
959,BE,1,4,5,3,2,0,2,1,1
960,BE,1,4,3,2,2,1,2,2,2
961,BE,2,7,4,4,2,4,2,1,1
962,BE,1,6,1,1,1,10,2,1,1
963,BE,2,3,5,2,2,5,2,1,1
964,BE,1,4,6,3,1,10,2,1,1
965,BE,2,7,2,3,5,9,1,1,1
966,BE,1,5,3,2,1,10,2,2,2
967,BE,2,4,5,3,1,5,2,1,1
968,BE,2,6,6,1,1,0,1,1,1
969,BE,2,6,3,5,3,0,2,1,1
970,BE,1,7,4,3,1,1,2,1,1
971,BE,1,4,4,2,2,6,2,1,1
972,BE,1,6,3,4,2,7,1,1,2
973,BE,1,4,4,2,3,4,2,1,1
974,BE,1,6,4,1,2,2,2,1,1
975,BE,2,4,4,3,1,0,2,1,1
976,BE,1,4,2,2,2,6,2,1,1
977,BE,1,7,4,3,2,9,2,1,1
978,BE,2,6,2,5,3,0,2,1,1
979,BE,2,4,2,2,2,8,2,1,2
980,BE,1,6,6,4,2,1,2,1,1
981,BE,1,7,4,4,1,0,2,1,1
982,BE,2,3,2,2,1,0,1,1,1
983,BE,2,6,3,2,3,3,2,1,1
984,BE,2,5,5,4,2,4,2,2,2
985,BE,2,7,4,3,2,7,2,1,1
986,BE,1,5,2,3,2,5,2,1,1
987,BE,1,4,3,3,2,5,2,1,2
988,BE,2,5,3,2,4,0,2,1,1
989,BE,1,5,6,4,3,10,1,1,1
990,BE,1,6,4,3,2,4,2,1,1
991,BE,1,6,2,4,2,1,2,1,1
992,BE,1,3,3,2,2,8,2,2,2
993,BE,2,3,3,1,3,6,1,1,1
994,BE,1,6,4,2,2,0,2,1,1
995,BE,1,6,1,3,2,10,2,1,1
996,BE,2,7,3,2,4,6,2,1,1
997,BE,2,4,5,3,1,9,2,1,1
998,BE,2,5,3,1,3,6,2,1,1
999,BE,2,1,3,1,2,4,2,1,1
1000,BE,2,4,3,3,2,1,2,1,1
1001,BE,1,6,3,3,2,5,2,1,1
1002,BE,1,6,4,4,3,7,2,1,1
1003,BE,2,6,5,3,2,5,2,1,1
1004,BE,1,1,0,1,3,1,1,1,2
1005,BE,1,5,3,3,5,5,2,1,1
1006,BE,1,6,3,2,3,1,1,1,2
1007,BE,1,7,6,1,2,5,2,1,1
1008,BE,2,7,4,3,2,0,2,1,1
1009,BE,1,5,2,3,3,5,2,1,1
1010,BE,2,4,2,2,2,7,2,1,1
1011,BE,1,7,4,3,1,8,2,1,1
1012,BE,2,6,4,3,2,5,2,1,1
1013,BE,2,7,3,3,2,6,2,1,1
1014,BE,1,4,2,2,2,5,2,1,1
1015,BE,2,5,3,2,3,0,2,2,2
1016,BE,1,5,3,2,3,6,2,1,1
1017,BE,2,5,4,3,3,0,2,1,1
1018,BE,2,6,4,4,1,7,2,1,1
1019,BE,2,6,2,5,1,2,2,1,1
1020,BE,1,4,3,1,3,6,2,1,2
1021,BE,1,4,4,3,2,5,2,1,1
1022,BE,2,6,6,3,1,7,2,1,1
1023,BE,2,6,4,1,2,0,2,1,1
1024,BE,1,6,4,4,1,8,2,1,1
1025,BE,1,6,3,3,2,0,2,1,1
1026,BE,2,6,4,1,2,10,1,2,2
1027,BE,2,6,0,3,2,4,2,1,1
1028,BE,1,2,1,1,1,8,2,1,2
1029,BE,2,4,3,3,2,6,2,1,1
1030,BE,1,4,3,2,2,5,2,2,2
1031,BE,2,5,4,2,1,7,2,1,1
1032,BE,1,2,2,1,4,3,2,1,1
1033,BE,1,4,3,3,2,6,2,1,1
1034,BE,1,5,4,3,1,10,2,1,2
1035,BE,1,6,4,3,2,6,2,1,1
1036,BE,1,5,5,3,2,0,2,1,1
1037,BE,1,4,1,2,2,0,2,1,1
1038,BE,2,7,4,3,2,0,2,1,1
1039,BE,1,6,1,3,1,0,2,1,1
1040,BE,2,6,3,3,2,10,1,1,1
1041,BE,2,6,5,3,2,2,2,1,1
1042,BE,1,5,2,3,1,10,2,2,2
1043,BE,2,6,3,5,2,5,2,1,1
1044,BE,1,5,3,2,2,4,7,1,1
1045,BE,2,6,3,3,2,1,2,1,1
1046,BE,1,3,2,2,2,6,2,1,1
1047,BE,1,6,4,3,2,3,2,1,2
1048,BE,2,4,3,2,2,7,2,1,1
1049,BE,1,2,3,1,3,4,2,1,1
1050,BE,1,5,3,1,2,6,2,1,1
1051,BE,2,6,3,3,2,6,2,1,1
1052,BE,1,6,4,3,2,5,2,2,1
1053,BE,2,4,4,3,1,6,2,1,1
1054,BE,2,2,3,3,2,5,2,1,1
1055,BE,1,6,3,2,2,10,1,1,1
1056,BE,2,4,3,2,1,3,2,1,1
1057,BE,2,4,3,3,3,4,2,1,1
1058,BE,2,6,5,4,2,7,2,1,1
1059,BE,1,7,6,3,2,0,2,1,1
1060,BE,2,6,1,1,5,0,2,1,1
1061,BE,1,3,2,2,2,2,2,1,1
1062,BE,2,6,2,2,2,3,2,1,1
1063,BE,1,6,3,4,2,5,2,1,1
1064,BE,1,5,5,4,2,0,2,1,1
1065,BE,2,2,2,1,3,5,2,1,2
1066,BE,2,4,4,3,3,0,2,1,1
1067,BE,1,4,3,4,1,2,2,1,1
1068,BE,2,4,4,3,3,5,2,1,1
1069,BE,2,5,3,2,2,2,1,2,2
1070,BE,1,5,2,8,3,5,2,2,1
1071,BE,1,6,4,4,1,1,2,1,1
1072,BE,1,6,3,8,2,4,2,1,1
1073,BE,1,6,5,3,1,6,2,1,1
1074,BE,2,7,6,1,5,2,1,1,1
1075,BE,1,7,5,4,1,7,2,1,1
1076,BE,1,6,0,3,3,0,2,1,1
1077,BE,1,6,3,3,3,7,2,1,1
1078,BE,2,7,5,5,2,1,2,1,1
1079,BE,1,6,3,4,2,5,2,2,2
1080,BE,1,4,4,2,3,6,2,1,1
1081,BE,2,4,6,2,4,5,2,1,1
1082,BE,1,4,3,1,2,5,2,1,1
1083,BE,1,5,2,3,1,8,2,1,2
1084,BE,1,6,4,4,2,7,2,1,1
1085,BE,2,6,6,4,1,5,2,2,2
1086,BE,1,5,2,3,1,5,2,2,2
1087,BE,2,4,3,2,2,6,2,1,1
1088,BE,2,5,4,4,3,0,2,1,1
1089,BE,1,7,4,1,2,0,2,1,1
1090,BE,2,4,6,3,2,2,2,1,1
1091,BE,1,6,1,5,2,3,2,1,1
1092,BE,1,6,1,7,2,7,2,1,1
1093,BE,1,6,5,1,2,10,2,1,1
1094,BE,2,5,4,2,2,0,2,1,1
1095,BE,1,6,1,2,2,0,2,1,1
1096,BE,1,7,1,2,3,2,2,1,1
1097,BE,1,6,3,3,2,6,2,1,1
1098,BE,1,4,4,3,3,6,2,2,2
1099,BE,1,6,2,5,2,8,2,2,2
1100,BE,1,2,4,1,3,9,2,1,1
1101,BE,1,4,3,1,2,0,2,2,2
1102,BE,2,3,1,2,2,7,2,2,2
1103,BE,2,5,1,3,2,8,2,1,1
1104,BE,2,4,3,1,2,0,2,1,1
1105,BE,2,5,4,3,2,2,2,1,1
1106,BE,2,6,4,2,2,7,2,1,1
1107,BE,1,6,5,3,2,1,2,1,1
1108,BE,1,5,6,3,2,2,2,1,1
1109,BE,2,6,4,4,1,6,2,1,1
1110,BE,1,6,3,4,2,3,2,1,1
1111,BE,1,6,3,3,1,0,2,1,1
1112,BE,2,3,2,2,2,6,2,2,2
1113,BE,2,6,3,3,1,6,2,1,1
1114,BE,1,1,0,1,3,9,2,1,1
1115,BE,1,2,1,1,3,2,2,1,1
1116,BE,1,6,6,4,1,0,2,1,1
1117,BE,2,4,2,1,2,8,2,1,1
1118,BE,1,6,6,2,1,1,2,1,1
1119,BE,1,6,4,3,2,3,2,1,1
1120,BE,2,4,3,1,1,0,1,1,1
1121,BE,2,5,4,4,1,2,2,1,1
1122,BE,2,5,2,3,4,7,2,1,1
1123,BE,2,6,1,1,2,0,1,1,1
1124,BE,2,6,5,3,2,8,2,1,1
1125,BE,2,7,4,2,2,6,2,1,1
1126,BE,1,5,1,1,2,5,2,1,1
1127,BE,2,2,1,1,3,7,2,1,1
1128,BE,1,3,1,2,2,0,2,1,1
1129,BE,1,4,4,2,2,7,2,1,1
1130,BE,1,6,4,4,1,5,2,1,1
1131,BE,2,4,3,1,2,1,2,1,1
1132,BE,2,6,4,3,2,0,2,1,1
1133,BE,2,6,4,2,2,0,2,1,2
1134,BE,2,4,3,2,2,10,2,2,2
1135,BE,2,5,2,3,2,3,2,1,1
1136,BE,1,6,4,3,1,1,2,1,1
1137,BE,2,4,4,4,2,8,2,1,1
1138,BE,1,6,5,4,2,0,2,1,1
1139,BE,1,4,4,1,3,6,2,1,1
1140,BE,1,2,1,1,3,5,2,1,1
1141,BE,1,6,3,3,2,0,2,1,1
1142,BE,1,5,3,3,1,0,2,2,2
1143,BE,1,7,5,4,2,8,2,1,1
1144,BE,1,2,0,1,4,3,2,1,1
1145,BE,2,5,4,3,2,2,2,1,2
1146,BE,1,6,2,2,2,0,2,1,1
1147,BE,2,1,0,1,5,7,1,1,1
1148,BE,2,7,4,5,1,10,2,2,2
1149,BE,1,6,3,3,2,2,2,1,1
1150,BE,2,6,4,2,3,0,2,1,1
1151,BE,2,4,4,4,2,7,1,1,2
1152,BE,2,4,2,3,2,8,2,1,2
1153,BE,2,6,0,1,4,8,2,1,1
1154,BE,2,7,3,2,2,0,2,1,1
1155,BE,2,4,3,3,2,0,2,1,2
1156,BE,2,4,3,3,1,4,2,1,1
1157,BE,1,6,4,3,2,10,2,1,2
1158,BE,1,2,4,1,4,10,2,1,2
1159,BE,2,6,2,2,1,4,2,1,1
1160,BE,1,5,2,2,2,0,2,1,1
1161,BE,2,5,3,3,2,8,2,1,1
1162,BE,2,6,4,3,2,8,2,1,1
1163,BE,1,6,4,3,3,2,2,1,1
1164,BE,2,6,4,3,2,10,2,1,1
1165,BE,2,3,1,2,3,9,2,1,2
1166,BE,1,5,3,2,2,2,2,1,1
1167,BE,2,5,5,3,2,0,2,1,1
1168,BE,2,5,3,3,2,2,2,1,1
1169,BE,1,4,4,3,1,5,2,1,2
1170,BE,2,2,0,2,2,10,2,2,2
1171,BE,2,5,3,2,2,7,2,1,1
1172,BE,1,6,5,4,1,0,2,2,2
1173,BE,2,6,4,1,2,10,1,1,2
1174,BE,2,5,4,3,2,8,2,1,1
1175,BE,2,5,4,3,2,0,2,1,1
1176,BE,1,6,3,3,1,0,2,1,1
1177,BE,1,1,1,1,5,5,2,1,1
1178,BE,2,7,1,4,3,2,2,1,1
1179,BE,2,6,4,3,1,8,2,1,1
1180,BE,2,7,4,4,2,0,2,1,1
1181,BE,2,4,1,1,2,8,2,1,1
1182,BE,2,5,2,2,4,3,2,1,1
1183,BE,2,4,5,3,2,2,2,1,1
1184,BE,1,5,4,2,1,1,2,2,1
1185,BE,1,6,3,3,2,3,2,1,1
1186,BE,2,6,1,3,1,0,2,1,1
1187,BE,1,5,3,1,2,6,2,2,2
1188,BE,1,6,3,1,3,0,2,1,1
1189,BE,2,6,4,3,2,0,2,1,1
1190,BE,2,6,2,3,1,7,2,1,1
1191,BE,1,6,6,3,1,6,2,1,1
1192,BE,2,6,4,2,3,3,2,1,1
1193,BE,2,3,6,4,2,9,2,1,1
1194,BE,2,6,4,3,2,9,2,2,2
1195,BE,2,6,4,3,2,3,2,1,1
1196,BE,1,4,1,1,2,2,2,1,1
1197,BE,2,5,5,3,1,1,1,1,1
1198,BE,2,3,1,1,2,5,2,1,1
1199,BE,2,6,3,2,2,9,2,1,1
1200,BE,1,6,6,2,1,2,2,1,1
1201,BE,1,5,4,3,1,0,2,1,1
1202,BE,2,5,4,3,1,0,2,1,1
