,cntry,gndr,sclmeet,inprdsc,sclact,health,rlgdgr,dscrgrp,ctzcntr,brncntr
8498,EE,2,2,2,3,3,3,2,1,1
8499,EE,2,4,3,2,2,0,2,1,1
8500,EE,2,4,3,2,4,5,2,1,1
8501,EE,1,4,4,3,3,0,2,1,1
8502,EE,2,4,4,5,3,6,2,2,2
8503,EE,2,7,3,3,3,0,2,1,1
8504,EE,1,6,4,4,3,6,2,1,2
8505,EE,1,4,3,2,2,3,2,1,1
8506,EE,2,6,1,4,3,4,2,1,1
8507,EE,2,6,3,2,3,4,2,1,1
8508,EE,2,3,2,1,5,7,2,2,1
8509,EE,1,3,4,3,3,5,2,1,1
8510,EE,1,3,1,2,3,5,2,2,2
8511,EE,1,4,3,2,3,6,2,1,1
8512,EE,2,6,4,4,1,5,2,1,1
8513,EE,2,3,0,2,2,5,2,1,1
8514,EE,2,3,2,1,3,5,2,1,1
8515,EE,1,4,3,3,2,0,2,1,1
8516,EE,2,6,3,2,3,2,2,1,1
8517,EE,2,6,4,1,2,8,2,1,1
8518,EE,1,3,4,2,2,0,2,1,1
8519,EE,2,6,2,2,2,5,2,2,1
8520,EE,1,4,1,2,2,8,1,2,1
8521,EE,1,3,4,4,4,1,2,1,1
8522,EE,2,3,1,2,2,0,2,1,1
8523,EE,1,2,1,2,2,8,2,1,1
8524,EE,2,5,2,3,2,5,2,1,1
8525,EE,1,5,2,2,2,0,2,1,1
8526,EE,1,3,2,3,3,0,2,2,2
8527,EE,1,6,3,2,1,0,2,1,1
8528,EE,2,5,4,3,2,2,2,1,1
8529,EE,1,2,4,2,4,3,2,1,1
8530,EE,1,4,6,2,2,10,1,1,1
8531,EE,1,5,3,3,2,0,2,1,1
8532,EE,2,6,4,3,2,2,2,1,1
8533,EE,1,2,1,3,3,5,2,2,2
8534,EE,2,4,2,2,2,8,2,1,1
8535,EE,2,3,2,2,4,0,2,1,1
8536,EE,2,4,4,3,2,3,2,1,1
8537,EE,2,2,2,1,5,2,2,1,1
8538,EE,2,4,1,3,3,2,2,1,1
8539,EE,1,5,3,3,2,0,2,1,1
8540,EE,1,2,2,2,3,1,2,1,1
8541,EE,1,4,1,2,2,1,2,1,1
8542,EE,2,6,3,3,2,3,2,1,1
8543,EE,2,7,2,3,2,3,2,2,1
8544,EE,2,4,3,3,1,5,2,1,1
8545,EE,1,6,1,2,4,0,2,2,1
8546,EE,2,6,2,3,3,8,2,1,1
8547,EE,2,4,3,4,2,1,2,1,1
8548,EE,1,2,2,1,4,1,2,1,1
8549,EE,2,6,4,4,2,5,2,1,1
8550,EE,2,5,3,3,3,0,2,1,1
8551,EE,2,6,4,2,2,2,2,1,1
8552,EE,1,1,0,2,2,5,2,1,2
8553,EE,1,3,2,2,3,1,2,1,1
8554,EE,1,4,4,3,1,3,2,1,1
8555,EE,2,3,2,2,2,5,2,1,1
8556,EE,1,4,4,2,3,0,2,1,1
8557,EE,1,3,1,2,4,0,2,1,1
8558,EE,2,5,4,3,2,9,2,1,1
8559,EE,1,6,1,3,3,0,2,1,1
8560,EE,1,3,2,2,2,7,2,1,1
8561,EE,1,4,0,2,3,0,2,1,2
8562,EE,1,3,2,2,3,4,2,1,1
8563,EE,1,3,2,3,4,0,2,1,1
8564,EE,2,5,1,2,2,5,2,1,1
8565,EE,1,4,0,3,2,4,1,2,2
8566,EE,2,4,4,3,1,0,2,1,1
8567,EE,2,3,2,3,4,8,2,2,2
8568,EE,1,5,2,4,2,8,2,1,1
8569,EE,2,2,1,2,3,7,2,1,2
8570,EE,2,1,2,1,2,2,2,1,1
8571,EE,2,5,2,2,2,4,2,1,1
8572,EE,2,4,2,2,3,6,2,1,1
8573,EE,2,6,4,2,4,7,2,1,2
8574,EE,2,6,3,3,1,7,2,1,1
8575,EE,1,4,2,1,2,5,2,1,1
8576,EE,1,4,1,2,2,4,2,1,1
8577,EE,2,5,2,3,2,9,2,1,1
8578,EE,1,5,0,3,3,0,2,2,1
8579,EE,2,4,4,2,3,5,2,1,1
8580,EE,2,5,6,3,2,6,2,1,1
8581,EE,1,6,1,1,2,0,2,1,1
8582,EE,2,4,1,4,2,5,1,2,1
8583,EE,2,5,1,2,3,0,2,1,1
8584,EE,1,3,0,1,3,5,2,1,1
8585,EE,1,3,1,2,4,0,2,1,1
8586,EE,1,6,2,3,2,1,2,1,1
8587,EE,2,3,4,3,3,0,2,1,2
8588,EE,1,4,1,3,3,0,2,1,1
8589,EE,2,5,4,3,3,7,2,1,2
8590,EE,2,3,4,1,3,2,2,1,1
8591,EE,1,5,4,2,3,2,2,1,1
8592,EE,1,4,4,3,2,5,2,1,1
8593,EE,2,5,3,3,1,1,2,1,1
8594,EE,1,4,1,1,4,0,2,1,1
8595,EE,1,3,1,2,5,0,2,1,1
8596,EE,1,2,1,3,3,4,2,1,1
8597,EE,2,6,3,4,2,6,2,1,1
8598,EE,2,4,2,2,2,4,2,1,1
8599,EE,2,4,2,3,2,5,2,1,1
8600,EE,2,6,4,3,1,0,2,1,1
8601,EE,1,2,1,2,3,4,2,2,2
8602,EE,1,5,1,2,2,2,2,1,1
8603,EE,2,4,1,3,1,0,2,1,1
8604,EE,1,6,3,3,3,5,2,1,1
8605,EE,1,6,2,4,1,0,2,1,1
8606,EE,1,2,1,1,3,7,2,2,1
8607,EE,2,2,3,1,3,6,2,1,1
8608,EE,2,3,3,3,3,2,2,1,1
8609,EE,2,2,4,3,2,0,2,1,1
8610,EE,2,5,2,2,2,6,2,1,1
8611,EE,1,7,1,2,2,4,2,1,1
8612,EE,2,4,3,2,2,3,2,1,1
8613,EE,2,5,3,3,1,2,2,1,1
8614,EE,1,3,1,2,2,5,1,1,1
8615,EE,2,5,2,3,3,6,2,1,1
8616,EE,2,6,3,3,2,10,2,1,1
8617,EE,1,4,2,3,3,1,2,1,1
8618,EE,2,3,2,2,3,6,2,1,2
8619,EE,1,4,1,3,3,3,2,1,1
8620,EE,2,4,2,1,3,0,2,1,1
8621,EE,1,5,4,4,1,0,2,1,1
8622,EE,2,3,3,2,3,0,2,1,1
8623,EE,2,4,3,3,2,8,2,1,2
8624,EE,2,2,4,2,2,4,2,1,1
8625,EE,2,6,3,3,3,2,2,1,1
8626,EE,2,2,2,1,3,7,2,1,1
8627,EE,1,2,3,3,2,6,2,2,2
8628,EE,1,5,4,3,2,0,2,1,2
8629,EE,1,6,5,3,1,0,2,1,1
8630,EE,1,4,3,3,1,1,2,1,1
8631,EE,1,6,4,3,3,1,1,1,1
8632,EE,2,5,3,3,2,6,2,1,1
8633,EE,1,6,3,4,3,2,2,1,1
8634,EE,1,2,2,2,2,5,2,1,1
8635,EE,2,4,4,3,2,1,2,1,1
8636,EE,1,4,2,2,2,6,2,1,1
8637,EE,2,3,2,2,2,3,1,1,1
8638,EE,2,4,2,3,1,5,2,1,1
8639,EE,2,4,3,2,2,0,2,1,1
8640,EE,1,4,2,3,2,0,2,1,1
8641,EE,1,2,3,3,3,4,2,1,1
8642,EE,2,4,3,2,2,0,2,1,1
8643,EE,2,6,4,2,2,1,1,1,1
8644,EE,2,3,1,2,3,0,2,1,1
8645,EE,2,5,3,5,1,10,2,1,1
8646,EE,1,3,0,2,3,0,2,1,1
8647,EE,2,5,5,3,2,0,2,1,1
8648,EE,2,7,3,4,3,8,2,1,2
8649,EE,2,6,3,2,3,0,2,1,1
8650,EE,2,3,4,2,2,6,1,1,1
8651,EE,1,6,3,3,3,0,2,1,1
8652,EE,1,6,3,3,2,2,2,1,1
8653,EE,2,5,1,2,3,10,2,2,1
8654,EE,1,4,4,3,3,5,2,1,1
8655,EE,2,6,3,3,2,5,2,1,1
8656,EE,1,6,4,4,2,1,2,1,1
8657,EE,1,6,3,2,1,7,2,1,1
8658,EE,1,6,2,3,2,2,2,1,1
8659,EE,2,2,4,2,4,7,2,1,2
8660,EE,2,5,2,2,3,2,2,1,1
8661,EE,2,4,3,2,2,7,2,1,1
8662,EE,2,4,2,2,3,0,2,1,1
8663,EE,2,2,2,2,3,0,2,1,1
8664,EE,2,4,2,3,2,6,2,1,1
8665,EE,1,6,2,3,3,0,2,1,1
8666,EE,1,6,3,4,3,6,1,2,2
8667,EE,1,3,1,2,3,0,2,1,1
8668,EE,1,5,4,3,2,2,2,1,1
8669,EE,1,6,3,3,3,8,1,2,1
8670,EE,1,3,3,3,3,0,2,1,1
8671,EE,2,3,5,3,3,6,2,1,1
8672,EE,2,2,3,3,2,0,2,1,1
8673,EE,2,7,3,2,3,10,2,1,1
8674,EE,2,4,1,2,2,5,2,1,1
8675,EE,2,5,3,3,5,1,2,2,2
8676,EE,1,4,4,4,3,4,2,1,1
8677,EE,2,6,2,4,2,8,2,1,1
8678,EE,2,5,2,2,2,5,2,1,1
8679,EE,1,6,3,4,1,0,2,1,1
8680,EE,2,2,1,1,5,3,2,1,1
8681,EE,2,6,3,4,4,8,2,1,1
8682,EE,2,2,1,2,3,5,2,2,2
8683,EE,1,5,3,3,2,4,2,2,1
8684,EE,1,3,3,2,3,1,2,1,2
8685,EE,2,4,2,3,2,3,2,2,1
8686,EE,2,4,4,3,3,0,2,1,1
8687,EE,1,5,2,3,1,2,2,1,1
8688,EE,1,5,3,3,4,2,2,1,1
8689,EE,2,5,2,3,3,9,2,1,1
8690,EE,2,6,3,3,3,0,2,1,1
8691,EE,1,3,3,3,4,0,2,1,1
8692,EE,2,3,2,1,2,5,2,1,1
8693,EE,1,4,3,2,2,0,1,2,1
8694,EE,2,5,1,2,2,0,2,1,1
8695,EE,2,7,0,2,3,0,2,1,1
8696,EE,2,2,3,4,2,5,2,1,2
8697,EE,2,4,5,1,2,7,1,1,1
8698,EE,1,4,2,3,2,4,2,1,1
8699,EE,1,6,4,4,2,3,2,1,1
8700,EE,2,3,1,2,3,6,2,1,1
8701,EE,1,2,1,1,4,1,2,1,1
8702,EE,2,3,2,2,1,7,2,1,1
8703,EE,2,4,4,3,3,7,2,1,1
8704,EE,2,5,4,3,3,8,2,2,2
8705,EE,1,3,2,2,1,2,2,1,1
8706,EE,1,5,3,3,3,3,2,1,1
8707,EE,2,7,2,2,4,8,2,1,1
8708,EE,1,4,3,4,2,6,2,1,2
8709,EE,1,4,2,1,3,1,2,1,1
8710,EE,1,5,3,4,1,0,2,1,1
8711,EE,1,4,2,8,3,1,2,1,1
8712,EE,1,2,2,1,2,0,2,1,1
8713,EE,2,2,1,1,5,0,2,1,1
8714,EE,1,2,3,1,4,0,2,2,2
8715,EE,1,3,3,3,3,3,2,1,1
8716,EE,2,6,2,3,1,0,2,1,1
8717,EE,1,3,2,2,2,6,2,1,1
8718,EE,2,5,4,3,2,7,2,1,1
8719,EE,2,5,3,5,2,2,2,1,1
8720,EE,1,1,1,2,3,1,2,1,2
8721,EE,2,6,2,3,2,6,1,1,2
8722,EE,2,4,4,2,3,3,2,1,1
8723,EE,1,3,1,3,3,0,2,1,1
8724,EE,1,7,4,4,1,0,2,1,1
8725,EE,2,2,1,1,3,1,2,1,1
8726,EE,1,2,1,1,4,2,2,1,1
8727,EE,2,4,3,3,2,1,2,1,1
8728,EE,1,1,2,2,3,0,2,1,1
8729,EE,2,5,3,3,2,7,2,1,1
8730,EE,1,6,1,2,3,3,2,1,1
8731,EE,1,4,2,2,2,0,2,1,1
8732,EE,1,1,0,2,2,0,2,1,1
8733,EE,2,5,1,3,3,6,1,2,1
8734,EE,2,3,2,2,2,0,2,1,1
8735,EE,1,1,0,1,3,0,2,1,1
8736,EE,2,4,3,3,2,6,2,1,1
8737,EE,1,3,4,3,3,6,2,1,1
8738,EE,2,6,3,3,2,6,2,1,1
8739,EE,2,2,3,1,3,5,2,2,2
8740,EE,1,3,1,2,4,5,2,1,1
8741,EE,1,4,1,3,3,5,2,1,1
8742,EE,2,2,1,1,3,0,2,2,2
8743,EE,2,2,4,2,2,0,2,1,1
8744,EE,2,3,2,3,1,0,2,1,1
8745,EE,2,4,2,2,2,5,2,1,1
8746,EE,2,5,4,3,2,6,2,1,1
8747,EE,2,5,1,3,2,1,2,1,1
8748,EE,1,3,3,3,3,4,1,2,2
8749,EE,2,6,3,4,2,2,2,2,2
8750,EE,1,3,2,1,2,0,2,1,1
8751,EE,2,4,3,2,3,6,1,1,1
8752,EE,2,5,1,3,3,0,2,1,1
8753,EE,1,4,3,3,4,6,2,1,1
8754,EE,2,5,3,4,3,3,2,1,1
8755,EE,1,2,4,3,3,0,2,1,1
8756,EE,1,3,2,3,3,2,2,1,1
8757,EE,1,3,3,2,2,2,2,1,1
8758,EE,2,4,0,1,3,5,2,2,2
8759,EE,1,6,4,2,1,4,1,1,1
8760,EE,1,2,1,2,3,5,1,2,2
8761,EE,1,5,2,4,2,2,2,2,2
8762,EE,1,2,5,1,1,3,1,2,1
8763,EE,2,4,3,1,4,3,2,2,2
8764,EE,1,4,2,3,1,5,2,2,1
8765,EE,1,2,3,3,3,5,2,1,1
8766,EE,1,3,2,1,3,8,1,2,1
8767,EE,2,5,4,3,3,2,2,1,1
8768,EE,1,4,2,2,3,5,2,1,1
8769,EE,1,4,4,2,4,2,2,1,1
8770,EE,2,5,0,1,3,0,8,2,2
8771,EE,2,4,3,1,4,4,2,1,1
8772,EE,1,2,2,2,2,1,2,2,2
8773,EE,1,4,4,4,1,1,2,2,1
8774,EE,2,5,4,3,2,7,2,1,1
8775,EE,2,6,3,4,3,6,2,1,1
8776,EE,1,4,4,3,2,2,2,1,1
8777,EE,1,4,3,3,2,3,2,1,1
8778,EE,2,5,4,4,3,0,2,1,1
8779,EE,1,2,3,2,3,0,2,1,1
8780,EE,2,4,4,3,2,2,2,1,1
8781,EE,1,3,2,3,3,2,2,1,1
8782,EE,2,3,3,1,4,3,2,1,1
8783,EE,1,1,1,1,3,5,2,2,2
8784,EE,1,4,3,3,1,0,2,1,1
8785,EE,1,1,0,1,3,8,2,2,2
8786,EE,2,2,4,2,2,9,2,1,1
8787,EE,1,2,2,3,2,7,2,1,1
8788,EE,1,4,0,1,1,0,2,1,1
8789,EE,2,6,2,2,1,1,2,1,1
8790,EE,2,7,3,2,2,7,2,1,1
8791,EE,2,4,3,2,2,0,2,1,1
8792,EE,1,5,2,2,2,1,2,1,1
8793,EE,1,4,3,3,3,1,2,1,2
8794,EE,2,4,4,2,1,2,2,1,1
8795,EE,2,2,1,2,2,3,2,1,1
8796,EE,2,2,3,3,3,1,2,1,2
8797,EE,1,4,3,3,1,0,2,1,1
8798,EE,2,4,3,4,2,1,2,1,1
8799,EE,2,3,3,2,2,4,2,1,1
8800,EE,1,6,2,3,2,2,2,1,1
8801,EE,1,5,2,3,1,0,2,2,1
8802,EE,2,2,3,3,3,7,2,1,1
8803,EE,2,6,6,3,3,5,2,1,2
8804,EE,2,5,3,1,3,10,2,1,1
8805,EE,2,5,4,3,2,9,2,1,1
8806,EE,2,4,2,3,3,8,2,1,1
8807,EE,1,4,1,3,1,0,2,1,1
8808,EE,2,4,2,2,2,4,2,1,1
8809,EE,2,4,3,2,2,2,2,1,1
8810,EE,1,5,2,3,4,5,1,1,1
8811,EE,2,2,4,2,1,0,2,1,1
8812,EE,2,6,3,3,1,1,2,1,1
8813,EE,2,3,4,2,3,0,2,1,1
8814,EE,2,2,2,4,2,0,2,1,1
8815,EE,2,3,3,1,4,0,2,1,1
8816,EE,2,2,1,2,3,10,2,1,2
8817,EE,2,5,2,2,2,4,2,1,1
8818,EE,2,2,2,1,4,7,2,1,1
8819,EE,1,3,0,4,2,10,2,2,2
8820,EE,2,2,2,2,4,3,1,2,2
8821,EE,1,5,2,3,2,3,2,1,1
8822,EE,2,6,3,2,3,3,1,1,2
8823,EE,2,3,1,2,2,2,2,1,1
8824,EE,1,2,0,5,2,3,2,1,1
8825,EE,2,4,3,3,2,0,2,1,1
8826,EE,2,1,3,1,3,5,2,2,2
8827,EE,1,3,2,2,3,10,1,1,2
8828,EE,1,4,1,3,2,0,2,1,1
8829,EE,2,3,4,1,3,0,2,1,1
8830,EE,1,6,1,3,2,8,2,1,1
8831,EE,2,6,3,3,3,5,2,1,1
8832,EE,2,2,2,1,3,9,2,1,1
8833,EE,1,2,1,2,3,0,2,1,1
8834,EE,2,5,2,2,2,0,2,1,1
8835,EE,1,6,2,2,2,5,2,1,1
8836,EE,1,3,1,2,3,8,2,2,2
8837,EE,2,5,1,4,2,2,2,1,1
8838,EE,1,2,1,2,3,0,2,1,1
8839,EE,1,2,1,1,3,0,2,1,1
8840,EE,2,4,3,2,2,0,2,1,1
8841,EE,2,2,3,2,4,3,2,1,1
8842,EE,2,4,4,3,2,0,2,1,1
8843,EE,1,7,5,3,2,0,2,1,2
8844,EE,1,4,2,3,2,0,2,1,1
8845,EE,1,6,2,3,2,6,2,1,1
8846,EE,1,5,1,3,3,4,2,2,2
8847,EE,2,6,2,2,3,10,1,1,2
8848,EE,2,4,3,2,2,3,2,1,1
8849,EE,2,6,2,4,3,2,2,1,1
8850,EE,2,3,2,2,2,5,2,1,1
8851,EE,2,4,2,2,3,10,2,1,1
8852,EE,2,3,2,3,3,3,2,1,1
8853,EE,2,5,3,4,3,3,2,1,1
8854,EE,2,4,3,3,3,3,2,1,1
8855,EE,2,2,4,2,3,6,2,1,1
8856,EE,1,6,3,3,1,0,2,1,1
8857,EE,1,3,4,2,2,3,2,1,1
8858,EE,2,5,3,4,2,0,2,1,1
8859,EE,2,6,1,3,3,7,2,1,2
8860,EE,2,5,3,3,3,5,2,1,1
8861,EE,2,5,1,1,3,10,2,1,1
8862,EE,2,3,3,2,2,7,2,1,2
8863,EE,2,3,1,1,3,7,2,1,1
8864,EE,1,6,2,2,2,5,2,1,1
8865,EE,2,5,4,3,5,7,2,1,1
8866,EE,2,4,1,2,3,4,2,1,1
8867,EE,2,5,4,3,1,1,2,1,1
8868,EE,2,5,6,2,2,9,2,1,1
8869,EE,2,5,4,2,2,3,2,1,1
8870,EE,2,5,2,3,3,10,1,1,1
8871,EE,2,6,3,3,3,5,2,2,2
8872,EE,2,3,4,2,2,2,2,1,1
8873,EE,2,6,3,3,3,10,2,1,1
8874,EE,2,4,3,3,2,8,2,1,1
8875,EE,1,7,5,3,2,8,2,1,1
8876,EE,1,4,2,3,1,0,2,1,1
8877,EE,2,4,2,3,2,6,2,1,1
8878,EE,2,2,1,2,3,10,2,1,2
8879,EE,2,4,2,1,3,5,2,1,1
8880,EE,2,1,0,1,5,5,2,1,1
8881,EE,2,3,0,2,2,0,2,1,2
8882,EE,2,3,2,4,1,6,2,1,1
8883,EE,1,5,0,3,4,0,2,1,1
8884,EE,2,7,2,5,2,4,2,1,1
8885,EE,2,2,2,1,4,5,2,1,1
8886,EE,2,7,1,2,3,0,2,1,1
8887,EE,2,5,3,2,3,5,2,1,1
8888,EE,1,5,1,3,2,7,2,1,1
8889,EE,2,2,1,2,3,0,2,1,1
8890,EE,1,5,1,2,2,0,2,1,1
8891,EE,2,3,3,4,2,3,2,2,2
8892,EE,1,4,3,3,1,3,2,1,1
8893,EE,2,2,0,2,4,5,2,1,2
8894,EE,2,5,3,3,3,5,1,1,1
8895,EE,1,3,2,1,1,10,2,1,1
8896,EE,1,4,4,3,3,5,1,2,2
8897,EE,1,3,2,2,3,0,2,1,1
8898,EE,1,1,1,1,4,0,2,1,1
8899,EE,2,2,2,1,3,0,2,1,1
8900,EE,1,4,2,2,2,0,2,1,1
8901,EE,2,7,1,5,3,8,2,2,2
8902,EE,1,5,2,3,2,0,2,1,1
8903,EE,2,4,1,2,3,8,2,2,2
8904,EE,2,6,4,3,1,0,2,1,1
8905,EE,1,4,3,2,2,5,2,1,1
8906,EE,2,6,1,3,3,1,2,1,1
8907,EE,1,5,3,1,2,3,2,1,1
8908,EE,2,6,2,4,1,6,2,1,1
8909,EE,1,6,2,5,3,0,1,2,2
8910,EE,2,6,2,3,1,2,2,1,1
8911,EE,2,3,2,2,2,0,2,1,1
8912,EE,1,4,2,3,1,0,2,1,1
8913,EE,1,2,3,1,3,0,2,1,1
8914,EE,2,4,2,3,3,10,2,1,1
8915,EE,1,5,2,1,3,1,1,1,1
8916,EE,2,2,4,2,3,5,2,1,1
8917,EE,2,6,5,3,3,0,2,1,1
8918,EE,2,5,3,4,3,0,2,1,2
8919,EE,2,6,3,2,2,2,2,1,1
8920,EE,2,6,5,4,1,1,2,1,1
8921,EE,1,2,1,1,3,9,2,2,2
8922,EE,2,3,3,2,2,0,2,1,1
8923,EE,2,2,2,3,4,0,2,1,1
8924,EE,2,5,3,3,5,3,2,1,1
8925,EE,2,6,5,4,3,4,2,1,1
8926,EE,2,7,3,2,3,5,2,2,2
8927,EE,1,4,3,3,2,1,2,1,1
8928,EE,2,4,3,2,2,8,2,1,1
8929,EE,1,3,1,2,3,4,2,1,1
8930,EE,2,2,1,1,2,5,2,1,1
8931,EE,2,2,2,3,3,3,2,1,1
8932,EE,1,4,3,3,3,2,2,1,1
8933,EE,2,1,1,1,3,3,2,1,1
8934,EE,1,6,5,3,2,3,2,1,1
8935,EE,2,2,0,1,3,4,2,1,2
8936,EE,1,3,1,3,2,5,2,1,1
8937,EE,1,2,3,2,3,2,1,1,2
8938,EE,2,5,2,2,2,4,2,1,1
8939,EE,1,4,3,2,3,0,2,1,1
8940,EE,1,3,1,2,3,8,2,1,1
8941,EE,1,4,0,2,2,5,2,1,1
8942,EE,2,3,4,3,3,0,2,1,1
8943,EE,1,4,1,2,3,4,2,1,1
8944,EE,2,4,2,3,2,2,2,1,1
8945,EE,2,5,3,3,1,0,1,1,1
8946,EE,1,3,1,3,3,5,2,2,2
8947,EE,1,4,5,3,2,0,2,1,1
8948,EE,2,7,2,3,3,0,2,1,2
8949,EE,1,5,1,3,3,1,2,1,1
8950,EE,2,4,4,4,2,0,2,1,1
8951,EE,2,4,2,3,1,4,2,1,1
8952,EE,2,4,2,2,2,0,2,1,1
8953,EE,2,7,1,1,3,0,2,1,1
8954,EE,2,3,4,3,3,0,2,1,1
8955,EE,1,2,2,3,2,6,2,1,1
8956,EE,2,4,2,3,2,6,2,1,1
8957,EE,2,1,3,1,3,5,2,1,1
8958,EE,1,4,2,3,2,5,2,2,2
8959,EE,2,3,0,1,2,0,2,2,2
8960,EE,2,5,4,1,3,1,2,1,1
8961,EE,2,6,0,3,3,2,2,2,2
8962,EE,1,4,2,3,3,0,2,1,2
8963,EE,1,1,3,1,3,10,2,1,1
8964,EE,1,4,3,3,2,6,2,1,1
8965,EE,2,5,2,2,3,7,2,1,1
8966,EE,2,2,4,3,3,2,2,1,1
8967,EE,1,5,2,2,3,2,2,1,1
8968,EE,2,6,3,2,2,4,1,2,1
8969,EE,2,6,4,1,4,5,1,2,1
8970,EE,1,3,1,2,3,0,2,1,1
8971,EE,1,3,6,2,3,0,2,1,1
8972,EE,2,4,2,2,3,0,2,1,1
8973,EE,1,5,3,3,2,0,2,2,2
8974,EE,1,3,3,3,2,6,2,1,1
8975,EE,2,2,3,2,3,6,2,1,2
8976,EE,2,4,2,4,3,5,2,2,1
8977,EE,1,2,1,1,3,1,2,1,1
8978,EE,1,6,5,4,3,0,2,1,1
8979,EE,1,5,2,3,2,2,2,2,2
8980,EE,2,5,2,2,1,5,2,1,1
8981,EE,2,2,1,2,3,7,2,1,1
8982,EE,1,5,3,1,2,0,2,1,1
8983,EE,1,4,0,3,3,5,2,2,2
8984,EE,2,4,3,2,2,5,2,1,1
8985,EE,1,5,5,2,3,0,2,1,1
8986,EE,2,2,4,3,3,5,2,1,1
8987,EE,2,6,2,3,2,6,1,2,1
8988,EE,2,5,4,2,3,6,2,1,1
8989,EE,2,6,3,3,2,4,2,1,1
8990,EE,2,7,2,3,3,0,2,1,1
8991,EE,1,4,0,3,2,0,2,1,1
8992,EE,2,5,1,2,2,0,2,1,1
8993,EE,1,4,3,3,1,3,2,1,1
8994,EE,1,6,0,8,3,2,2,1,1
8995,EE,1,5,6,2,1,0,2,1,1
8996,EE,1,2,2,2,4,7,2,2,1
8997,EE,2,4,1,3,3,4,2,1,1
8998,EE,2,7,1,2,2,2,2,1,1
8999,EE,2,5,3,3,3,0,2,1,1
9000,EE,1,4,2,2,2,10,2,1,1
9001,EE,2,3,2,1,3,2,2,1,1
9002,EE,2,6,3,4,3,7,2,1,1
9003,EE,2,5,3,1,3,6,2,1,1
9004,EE,1,5,4,2,2,1,2,1,1
9005,EE,1,2,3,2,3,7,2,2,2
9006,EE,1,2,1,2,3,0,2,1,1
9007,EE,2,3,1,1,2,6,1,1,1
9008,EE,2,2,4,4,2,0,2,1,1
9009,EE,2,1,3,2,4,0,2,1,1
9010,EE,2,5,4,3,1,5,2,1,1
9011,EE,1,2,3,2,2,0,2,1,1
9012,EE,1,4,2,3,3,0,2,1,1
9013,EE,1,6,1,2,2,1,2,2,2
9014,EE,2,4,4,2,3,10,1,1,1
9015,EE,2,2,1,3,4,8,1,2,2
9016,EE,2,2,1,2,2,0,2,1,1
9017,EE,2,5,4,3,3,3,2,1,1
9018,EE,1,5,3,2,1,4,2,1,1
9019,EE,2,2,1,1,4,3,1,1,1
9020,EE,1,4,4,3,3,3,2,1,1
9021,EE,2,6,4,5,2,5,2,1,1
9022,EE,1,2,3,4,1,10,2,1,1
9023,EE,1,5,2,3,3,6,2,1,1
9024,EE,2,4,2,3,2,6,2,1,2
9025,EE,2,4,5,3,3,7,2,1,1
9026,EE,2,7,2,4,2,9,2,1,1
9027,EE,1,3,2,3,2,3,2,1,1
9028,EE,2,4,3,3,2,7,2,1,1
9029,EE,1,2,2,1,5,0,2,1,1
9030,EE,1,4,4,2,2,0,2,1,1
9031,EE,1,4,3,3,2,6,2,1,1
9032,EE,1,6,3,2,2,0,2,1,1
9033,EE,2,2,1,3,3,0,2,1,1
9034,EE,2,4,2,4,3,6,2,1,1
9035,EE,2,3,2,2,2,1,2,1,1
9036,EE,2,5,3,3,2,6,2,1,1
9037,EE,1,4,3,3,3,1,2,1,1
9038,EE,1,3,3,3,3,7,2,1,1
9039,EE,1,6,2,3,1,0,2,1,1
9040,EE,2,6,2,3,1,0,2,1,1
9041,EE,2,3,3,3,3,6,2,1,2
9042,EE,2,6,4,3,1,7,2,1,1
9043,EE,1,2,6,3,3,2,2,1,1
9044,EE,2,3,4,3,4,0,2,1,1
9045,EE,1,2,0,1,4,3,2,1,1
9046,EE,1,5,4,4,2,0,2,1,1
9047,EE,2,2,1,1,4,4,2,1,1
9048,EE,1,5,2,2,2,0,2,1,1
9049,EE,2,5,1,3,3,8,2,1,1
9050,EE,2,3,3,3,2,8,2,1,1
9051,EE,2,6,4,3,2,0,2,2,1
9052,EE,2,4,4,2,2,2,2,1,1
9053,EE,2,4,2,1,4,3,2,1,1
9054,EE,2,6,4,3,1,6,2,1,1
9055,EE,2,5,1,3,2,0,2,1,1
9056,EE,1,2,0,1,4,5,2,1,1
9057,EE,1,3,1,2,2,0,2,1,1
9058,EE,2,5,2,3,3,4,2,1,2
9059,EE,1,5,3,2,3,5,2,1,1
9060,EE,1,3,0,1,3,3,2,1,1
9061,EE,2,5,3,4,2,6,2,1,1
9062,EE,1,2,4,3,3,8,2,1,1
9063,EE,2,6,2,3,1,9,2,1,2
9064,EE,2,4,2,2,2,4,2,1,1
9065,EE,2,6,3,2,3,5,2,1,1
9066,EE,1,3,1,3,3,4,2,1,1
9067,EE,1,5,2,2,3,6,2,1,1
9068,EE,1,6,6,1,3,2,2,1,1
9069,EE,2,6,2,3,3,5,2,1,1
9070,EE,1,4,1,2,1,0,2,1,1
9071,EE,1,3,1,4,2,5,2,1,1
9072,EE,2,3,4,4,4,4,2,1,1
9073,EE,2,6,2,2,2,1,2,1,1
9074,EE,2,6,3,3,3,3,2,1,1
9075,EE,1,5,2,2,3,2,1,1,1
9076,EE,2,6,4,2,2,5,1,1,1
9077,EE,2,7,6,2,1,2,2,1,1
9078,EE,1,4,6,2,2,0,2,1,1
